Vam,Vbm,Vcm,Iam,Ibm,Icm,Vap,Vbp,Vcp,Iap,Ibp,Icp
9.23991876011192E-02,0.07872084646838,0.869022790795757,0.670792141342049,0.65736019170712,0.162538859825266,-62.5749118296332,-147.303372755527,118.00012732307,-76.9199333963706,159.979835082761,-153.064128030358
0.444751841142024,0.449219131812776,0.877283612653969,0.608670752977869,0.578347868584814,0.170545310358923,-59.5812593808563,-64.3177073989098,118.046960696802,-43.9777878997698,119.770137434574,-152.271794745857
0.881681382900382,4.11618373541339E-02,4.08082562559803E-02,0.175389456021097,0.692463184818074,0.692417268914749,-2.04870160303969,160.979567144382,40.4894588146429,87.1791086832536,161.613129200126,41.5660334123954
5.53359552624854E-02,0.87168334137034,0.874293641149575,0.655042367930581,0.164731415877638,0.168530641283602,-34.2426466708282,-121.5144671507,117.517094475057,-79.1068597875887,-30.0827834965713,-154.819924530032
0.254365452821307,0.825500302897441,0.248122658507625,0.584308752201094,0.118458801011654,0.61225297228135,9.37829388229425,-121.152480633158,93.0943389742311,-85.0494167111639,-30.8357369766783,44.2314459486088
0.448062295620829,0.432643448549232,0.877550326323796,0.590854729500686,0.558294278075937,0.170520257857269,-57.1214855857156,-66.8571990151224,118.104760319684,-42.7634963232544,120.486991816684,-152.082298506959
0.438199558501644,0.87642978389202,0.438204383466313,0.596502487612863,0.169928893029797,0.62640993603685,58.0353586656046,-121.955520021367,58.0354758479754,-119.88211395907,-32.0606976326199,75.8431180624169
0.116770654449194,0.86414400497655,0.856416528444583,0.590411592128897,0.156146762333331,0.156334139826382,-17.5546696182098,-119.716004295651,116.149415234622,-78.3709141635427,-20.4251817161325,-163.778841389599
0.877505515375364,0.44813462648451,0.435975794900939,0.170644330837041,0.575722677184455,0.542781060510646,-1.95511409604119,-175.06727460514,170.946786994929,87.7234102642808,-162.631632913827,0.152314568542196
1.37095794439911E-02,0.875533621563043,0.884159671060656,0.697490859940574,0.170671987046437,0.175837293365065,-80.8779411368108,-122.231234910028,118.2090936286,-80.6620919119842,-33.8242657771202,-151.232689104724
7.49072449359638E-02,7.64702353982366E-02,0.854836660479244,0.649441318279033,0.629785984104371,0.149057947130148,-42.0098871338585,-108.08682431872,118.392988503165,-77.4869919758401,157.101587814067,-152.499233074274
0.872440013513163,0.873798782020298,0.046772102827801,0.165409368147329,0.168302021380292,0.65882674214584,-1.5476288595394,-122.467863785518,111.36780748772,89.9548204492319,-35.0680860754075,38.7822152049037
0.116447474770797,0.114624486166216,0.177899502001709,0.617213559748192,0.620254636185307,0.619667301170935,-12.774176669502,-134.094790095802,107.889265263966,-80.0605275181169,159.998922974457,39.6818120558713
0.865323297634893,7.70995780654249E-02,0.867907246144907,0.161164637810174,0.623155215472263,0.159999419023602,-3.04245021008102,-127.735304403698,119.344062447359,81.1107088596852,159.241309163978,-145.534948251691
