0,0,0,0,0,0,0,0
0.04541019,0.872359038,0.874178037,0.65831427,0.165067716,0.168200244,11110,50
0.045402211,0.872362431,0.873878278,0.658330803,0.165104236,0.16821162,11110,50
0.045351333,0.872358703,0.873827866,0.658385623,0.165134887,0.168212441,11110,50
0.045351333,0.872358703,0.873827866,0.658385623,0.165134887,0.168212441,11110,50
0.045279715,0.872357351,0.873862793,0.658377521,0.165156225,0.168224117,11110,50
0.045284203,0.872361228,0.873959917,0.658372097,0.165175251,0.168232963,11110,50
0.045348507,0.87237926,0.874093198,0.658368677,0.165188917,0.168238775,11110,50
0.045420778,0.872402926,0.874225654,0.658351976,0.165198892,0.168245327,11110,50
0.045477684,0.872439982,0.874429583,0.658324865,0.165204327,0.168251708,11110,50
0.045473882,0.872489171,0.874662909,0.658338125,0.165192649,0.168246693,11110,50
0.045433219,0.872431909,0.874539773,0.658350283,0.165174449,0.168241677,11110,50
0.045461076,0.872296619,0.874143331,0.658365961,0.165170885,0.168240618,11110,50
0.045497767,0.872211635,0.873922112,0.658383636,0.165182886,0.168241891,11110,50
0.045478737,0.872290364,0.874129507,0.658402797,0.165195497,0.168242399,11110,50
0.045439076,0.872517543,0.874581487,0.658429428,0.165191243,0.168241687,11110,50
0.045490929,0.872693385,0.874831201,0.65845581,0.165166795,0.168242934,11110,50
0.045513226,0.87258481,0.87457976,0.658473186,0.165145911,0.168243316,11110,50
0.045513743,0.872312052,0.874195091,0.658485682,0.165137906,0.168239898,11110,50
0.045475626,0.872118474,0.873978046,0.658499383,0.165140885,0.168232164,11110,50
0.045476534,0.872200251,0.874108942,0.658513336,0.165146294,0.168223424,11110,50
0.045410732,0.872480229,0.874503934,0.658537801,0.165151624,0.16821217,11110,50
0.045362946,0.872910743,0.87481939,0.658520569,0.165123826,0.168237406,11110,50
0.045325166,0.872813653,0.874752337,0.658529824,0.165110451,0.168249961,11110,50
0.045305759,0.87249569,0.874483455,0.65855108,0.165104422,0.168249325,11110,50
0.045265151,0.872254889,0.874220125,0.658537133,0.165097831,0.168248458,11110,50
0.04524361,0.872250437,0.874191241,0.658528236,0.165096662,0.168238052,11110,50
0.045223361,0.872495641,0.874391341,0.658535143,0.165095827,0.168230062,11110,50
0.045199849,0.872876588,0.874634788,0.658529309,0.165093484,0.168242763,11110,50
0.045185247,0.87304952,0.874730777,0.658509355,0.165093549,0.168276251,11110,50
0.045213018,0.872767724,0.874590328,0.658496142,0.165096347,0.168304613,11110,50
0.045226723,0.872363312,0.874417569,0.658513388,0.165096173,0.168303523,11110,50
0.045186461,0.87226053,0.874331086,0.658490813,0.165096887,0.168294704,11110,50
0.045130847,0.872474613,0.874377231,0.658508945,0.165093785,0.168277991,11110,50
0.045172597,0.872762142,0.874446984,0.658486207,0.16510362,0.168282755,11110,50
0.04519922,0.872907855,0.874491965,0.658485003,0.165115324,0.168303418,11110,50
0.045158126,0.872804615,0.874492881,0.658482437,0.165128043,0.168327049,11110,50
0.045146646,0.872660916,0.87449156,0.658478322,0.165133063,0.168333226,11110,50
0.045146646,0.872660916,0.87449156,0.658478322,0.165133063,0.168333226,11110,50
0.045155451,0.872474581,0.87448348,0.658449201,0.165142227,0.168335008,11110,50
0.045156084,0.872328599,0.874487012,0.658448617,0.16514062,0.168329288,11110,50
